id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20860511,City Center - modern 2BD/1BA 6ppl,149729382,Reidun Og John,,Sentrum,59.91044,10.74303,Entire home/apt,1561,1,66,2020-02-17,1.38,1,153,11,
20881638,Nordic room with easy access from/to the Airport!,149959085,Sarah & Alex,,Grünerløkka,59.92558,10.77562,Private room,459,2,384,2019-11-17,7.84,1,134,5,
20929131,Sagene/Bjølsen Oslo,80076664,Hanne,,Sagene,59.93905,10.76256,Entire home/apt,950,1,9,2018-08-16,0.23,2,60,3,
20932196,"Cosy family apartment in Fagerberg, central Oslo.",16523068,Claire,,St. Hanshaugen,59.93154,10.72598,Entire home/apt,1550,3,16,2021-08-08,0.33,1,12,5,
20942649,"Central Studio w/Walking Distance to ""Everything""",94405714,Linda,,Frogner,59.91393,10.72131,Entire home/apt,630,2,89,2020-03-01,2.06,1,43,15,
20957262,Centrally located apartment in Oslo,150728664,Tin,,Grünerløkka,59.92883,10.75291,Entire home/apt,594,7,34,2020-02-24,0.80,1,0,4,
20965230,Fin leilighet med balkong og gratis parkering,53691003,Jostein,,St. Hanshaugen,59.93108,10.73671,Entire home/apt,1319,3,6,2019-07-03,0.15,1,0,1,
20976870,Nice and cozy apartment near city centre in Oslo.,53134549,Steinar,,St. Hanshaugen,59.9261,10.7316,Entire home/apt,596,2,180,2021-09-05,3.71,1,38,27,
20988827,Super Sentral leilighet,127964420,Gry,,Grünerløkka,59.91643,10.75681,Entire home/apt,596,2,43,2019-09-22,1.06,1,0,0,
21048959,SPECTACULAR 360 VIEW.  Priv top terr. Heated pool!,110744814,Hanne,,Frogner,59.91111,10.72595,Entire home/apt,1807,2,27,2020-01-31,0.68,2,59,9,
21076126,"Large Lovely Penthouse, In the heart of Oslo City",44208188,Gunnar,,Frogner,59.91438,10.72624,Entire home/apt,2857,3,55,2019-09-13,1.15,1,206,7,
21084546,Urban and central room at trendy Grünerløkka,19844456,Morten Sebastien,,Grünerløkka,59.92792,10.75872,Private room,450,1,40,2019-09-15,0.84,1,56,0,
21089388,House w/ private garden in beautiful surroundings,36327374,Anne Lise,,Nordre Aker,59.96197,10.77817,Entire home/apt,1500,2,8,2018-05-24,0.30,2,96,2,
21090553,Rom til leie i rekkehus på Kjelsås,36327374,Anne Lise,,Nordre Aker,59.95986,10.7785,Private room,420,1,21,2017-10-24,0.43,2,124,2,
21100725,Modern apartment in quiet street in centre of Oslo,152143564,Martine,,Sagene,59.93519,10.75461,Entire home/apt,950,10,13,2020-01-19,0.30,1,178,0,
21100897,Centrally located apartment at Grünerløkka,44252736,Sara,,Grünerløkka,59.92439,10.75849,Entire home/apt,757,4,8,2021-09-05,0.56,1,0,2,
21137887,Lys og moderne 2-roms leilighet - mot flott hage,3031057,Niklas,,Sagene,59.9386,10.77601,Entire home/apt,499,5,17,2020-02-17,0.62,1,90,4,
21157875,Classic family friendly villa in Oslo,24454976,Øystein,,Ullern,59.93295,10.64039,Entire home/apt,2500,4,10,2021-07-31,0.22,1,0,4,
21166701,One bedroom for rent in central Oslo,44021256,Olene,,Gamle Oslo,59.91383,10.76249,Private room,400,3,0,,,4,0,0,
21168801,Karenslyst/Skøyen,151911436,Lillen,,Ullern,59.92088,10.67931,Entire home/apt,1075,3,16,2019-08-28,0.45,1,0,4,
21197156,"Lovely apartment at Rosenhoff, Grünerløkka",79978188,Karoline,,Grünerløkka,59.92858,10.77564,Entire home/apt,890,2,8,2021-09-13,0.33,1,1,2,
21221832,Super Central & Quiet Apt Behind the Royal Palace♛,36601548,Johannes,,Frogner,59.92184,10.72579,Entire home/apt,701,2,142,2020-04-26,2.98,1,0,20,
21234818,Nyoppusset leilighet på Tøyen,35992026,Linn,,Gamle Oslo,59.9141,10.76879,Entire home/apt,700,3,14,2021-07-31,7.64,1,29,3,
21245932,Nice apartment at St. Hanshaugen in Oslo,153582496,Lena,,St. Hanshaugen,59.93192,10.74766,Entire home/apt,725,3,67,2019-09-16,1.54,1,87,3,
21246005,One bedroom in Grunerløkka,44021256,Olene,,Grünerløkka,59.92135,10.75806,Private room,480,3,0,,,4,0,0,
21254970,Super central room,79559243,Miro,,St. Hanshaugen,59.91547,10.75558,Private room,307,1,51,2019-05-31,1.18,2,0,6,
21289706,Hyggelig familieleilighet sentralt i Oslo,151115117,Margrethe Aaby,,St. Hanshaugen,59.92407,10.74745,Entire home/apt,703,2,64,2019-10-23,1.33,1,68,2,
21294559,1 bedroom apartment with balcony - very central,41748182,Merete,,Gamle Oslo,59.9145,10.76185,Entire home/apt,487,1,1,2019-08-26,0.04,1,1,0,
21317080,Cozy and bright one-bedroom apartment with balcony,2271225,Ludvig,,Gamle Oslo,59.91309,10.79292,Entire home/apt,650,4,29,2019-06-24,0.69,1,50,0,
21361510,Central and cosy apartment,25501460,Per,,Frogner,59.92637,10.73042,Entire home/apt,1999,6,3,2018-06-02,0.07,1,29,0,
21372441,Practical apartment near city center Oslo,154774769,Hans Håkon,,Sagene,59.93452,10.75044,Entire home/apt,610,4,77,2019-10-27,1.64,1,328,10,
21452982,Dream Loft Apt in BEAUTIFUL Old Post Office Bldg,87255515,Ac,,Sentrum,59.910679,10.745931,Entire home/apt,1186,2,265,2020-03-14,5.68,5,325,20,
21453385,Relax in a Contemporary Apartment in Central Oslo,35301593,Sylvia,,St. Hanshaugen,59.93226,10.73206,Private room,550,3,105,2019-12-17,2.24,1,0,0,
21456152,"Grünerløkka, Oslo.",80656700,Tone,,Grünerløkka,59.92443,10.76304,Entire home/apt,950,3,30,2019-08-13,0.66,1,1,1,
21492596,Very comfortable apartment nearby the SEA,105486948,Jorid,,Søndre Nordstrand,59.84482,10.79291,Private room,420,1,38,2019-05-13,0.80,2,57,10,
21528468,"Modern, Clean & Spacious flat. Perfect location.",12502058,Chris,,Frogner,59.92146,10.7285,Entire home/apt,1179,1,14,2019-05-15,0.50,1,75,0,
21557233,Private room in the real heart of Oslo. 1.,156749846,Gordana,,Gamle Oslo,59.91359,10.76264,Private room,650,7,229,2020-03-15,4.83,2,0,2,
21562195,"Small, cozy and central apt at Saint Hans Haugen.",66318101,Bjørn,,St. Hanshaugen,59.92387,10.73847,Entire home/apt,750,5,8,2019-08-17,0.28,1,353,1,
21580243,Cozy basement apartment near central Oslo,156938943,Chaddad,,Bjerke,59.93366,10.81534,Entire home/apt,792,5,72,2019-12-17,1.65,1,304,5,
21606957,"2 rooms apt., big balcony, near the Royal Palace",25480441,Menahem,,Frogner,59.92243,10.73166,Entire home/apt,895,3,10,2019-07-26,0.22,3,0,0,
21607667,Modern two-bedroom apartment near Carl Berners Plass,155872109,Forenom Oslo,,Grünerløkka,59.92796,10.77853,Entire home/apt,1208,30,0,,,1,1,0,
21614233,Hjemmekoselig på Ensjø,34435082,Linda,,Gamle Oslo,59.91877,10.79016,Private room,600,5,2,2018-04-15,0.05,1,83,0,
21639286,Bright and cozy studio-apartment at Sandaker,99897108,Nora,,Sagene,59.94175,10.76855,Entire home/apt,614,4,4,2020-10-31,0.09,1,18,1,
21733896,Nice and cozy apartment located central in Oslo,24716802,Elisabeth,,Sagene,59.93662,10.75359,Entire home/apt,850,2,2,2018-08-26,0.05,1,0,0,
21842955,Lindeberg hjem,159288287,Hanan,,Alna,59.93132,10.8799,Private room,429,1,1,2019-08-17,0.04,1,0,0,
21843405,Central apt on 7th fl. with amazing view & balcony,1666926,Niklas,,Gamle Oslo,59.906,10.77129,Entire home/apt,869,2,126,2019-11-30,2.89,1,0,0,
21847191,Classic apartment in Sagene in Oslo (60m2),13666531,Mari,,Sagene,59.93764,10.7557,Entire home/apt,1370,2,9,2020-02-23,0.24,1,117,2,
21877270,Leilighet på Bislett,10961583,Ragnhild,,St. Hanshaugen,59.92809,10.7328,Entire home/apt,2242,2,16,2019-06-30,0.36,1,267,0,
21880923,Urban 3 Level Apartment located in center of Oslo,8317196,Chris,,St. Hanshaugen,59.931,10.73223,Entire home/apt,1284,4,14,2019-06-11,0.39,1,0,0,
21886965,Modern and cozy suburban house,23975078,Mari,,Vestre Aker,59.95722,10.63535,Entire home/apt,1319,14,0,,,1,90,0,
21905682,Hyggelig og stille leilighet,129608383,Terje,,Ullern,59.92797,10.6307,Entire home/apt,1190,2,2,2020-09-27,0.11,1,17,0,
21919481,Convenient central quiet 2BR Apt w Balcony,159928884,Børge,,Grünerløkka,59.92869,10.753,Entire home/apt,899,2,52,2019-08-15,1.34,1,0,8,
21960561,Charming apartment close to city center,60221435,Vala,,Grünerløkka,59.92912,10.78274,Entire home/apt,600,6,1,2017-11-28,0.02,1,58,0,
21980286,Bedroom in cosy apartm. in best possible location,143420375,Kamil,,Frogner,59.91255,10.72079,Private room,499,1,258,2020-06-01,5.75,1,10,22,
22055387,"Bsmt Studio in quiet area, 5 min to city ctr (bus)",48118183,Caroline,,Nordstrand,59.88441,10.77038,Entire home/apt,550,2,151,2020-03-02,3.30,1,0,1,
22060382,Vibes gate - Majorstuen,76306793,Caroline,,Frogner,59.92638,10.72436,Entire home/apt,1000,2,0,,,1,0,0,
22071193,Central apartment in the heart of Oslo - Bislett,117215817,Oddgeir,,St. Hanshaugen,59.92866,10.73435,Entire home/apt,700,5,72,2019-09-04,1.67,1,75,0,
22111796,Peace and serenity 5 km from city center,13178426,Silje,,Nordstrand,59.8839,10.79149,Entire home/apt,1200,3,1,2019-06-30,0.04,2,87,0,
22160255,Privat room near Oslo AirPort and Oslo sentrum,34539647,Ivvar,,Alna,59.91368,10.81773,Private room,5000,31,56,2019-06-23,1.30,1,88,0,
22186082,Modern 2 bedroom apt at Grunerlokka w/ parking,97616280,Kristian,,Grünerløkka,59.92657,10.76443,Entire home/apt,20000,5,1,2019-05-12,0.03,2,175,0,
22186820,"Room for rent central grunerløkka, oslo",97616280,Kristian,,Grünerløkka,59.92387,10.76444,Private room,3749,1,1,2018-01-11,0.02,2,89,0,
22304643,Leilighet på Storo,49808140,Ingvild,,Sagene,59.94411,10.77664,Entire home/apt,601,2,11,2021-09-06,0.39,1,0,1,
22331999,"In the heart of Oslo. Brand new, cozy, central",25686528,Kristian,,Grünerløkka,59.92543,10.76224,Entire home/apt,413,5,105,2021-09-05,2.36,1,20,9,
22381835,Oslo easy house,11201006,Ahmed Dahir,,Nordstrand,59.84591,10.78946,Entire home/apt,2250,6,1,2018-05-06,0.02,1,90,0,
22418901,Sofies Gate Room Å,49029650,Helene,,St. Hanshaugen,59.92149,10.73678,Private room,360,30,5,2018-07-31,0.11,5,0,0,
22502142,Vika/Aker brygge Very Central apartment,165091426,Monica,,Frogner,59.91091,10.72098,Entire home/apt,1200,5,10,2020-01-02,0.22,1,273,1,
22547688,Cosy room on lower Grünerløkka,145770253,Hildrun,,Grünerløkka,59.91545,10.75906,Private room,523,1,97,2021-09-29,2.19,1,60,6,
22579575,Modern apt. Sentral in Oslo,165989101,Kenneth Blix,,Sagene,59.93586,10.76274,Entire home/apt,1600,4,7,2018-06-04,0.16,1,0,0,
22592415,"Central, spacious, modern apt w.",69590726,Firas,,St. Hanshaugen,59.92938,10.73263,Entire home/apt,1500,3,8,2021-09-14,0.21,1,172,2,
22614692,This is it!,21642907,Toula,,Grünerløkka,59.9203,10.76535,Entire home/apt,850,5,3,2019-06-08,0.08,1,83,0,
22671883,A green break in the middle of Oslo,110586484,Victoria,,Frogner,59.92527,10.71953,Private room,629,5,6,2020-09-09,0.15,2,318,0,
22686253,Wooden paradise in the middle of Oslo,33357914,Emma June S.,,Grünerløkka,59.92675,10.7722,Entire home/apt,679,1,77,2019-07-20,1.98,1,182,0,
22687378,Big room with luxery king bed and balcony,167229215,Liv Lilly,,Vestre Aker,59.94851,10.6767,Private room,840,1,9,2019-10-25,0.23,3,90,1,
22710652,Sommeridyll i stor 2-mannsbolig nær sjøen,167513575,Nassim,,Nordstrand,59.84182,10.78174,Entire home/apt,649,2,3,2021-09-06,0.07,1,0,2,
22722860,"Villa with view at Nordstrand, Oslo",98394615,Stine,,Nordstrand,59.87881,10.79058,Entire home/apt,2681,4,15,2020-02-18,0.39,1,340,3,
22727474,"Spacious, high standard Villa in Oslo, Bygdøy",167736174,Ole,,Frogner,59.90391,10.68401,Entire home/apt,3429,3,8,2019-07-18,0.21,1,0,1,
22731476,"Comfy Apt Next to Royal Palace - Walk ""Everywhere""",3976182,Henrik,,Frogner,59.920948,10.72835,Entire home/apt,995,3,12,2021-08-29,0.31,1,0,9,
22738753,Room 16 m2 with luxery bed and servant,167229215,Liv Lilly,,Vestre Aker,59.94844,10.67665,Private room,640,1,9,2021-09-17,0.22,3,75,2,
22765670,Perle i Oslomarka,425562,Johan,,Marka,60.01704,10.66361,Entire home/apt,1871,2,18,2020-10-04,0.50,1,84,6,
22770786,Large modern cozy home by the river. Balcony.,51727895,Runar,,Grünerløkka,59.91997,10.75427,Entire home/apt,1850,3,6,2020-02-19,0.14,1,182,0,
22855470,Newly renovated apartment with excellent seawiew.,151071349,Eli,,Sentrum,59.90946,10.73745,Entire home/apt,950,5,110,2019-12-07,2.75,1,107,7,
22876792,ONE OF OSLO'S MOST CENTRAL APARTMENT,169273646,Kellie,,Gamle Oslo,59.91254,10.76272,Private room,1000,2,48,2019-07-01,1.26,1,29,5,
22911885,"City Center Nearopera and Oslo S, Srgk 98 apt 3R",20437055,Maurizio,,Gamle Oslo,59.90337,10.7556,Entire home/apt,2250,1,19,2019-06-30,0.65,14,362,0,
22932075,Bogstadveien 1 bedroom & loft Easy transportation,22061910,Casey,,Frogner,59.92725,10.71703,Entire home/apt,1321,3,38,2020-12-08,0.87,1,90,8,
22949619,Apartment with balcony at Storo,170002569,Josefine,,Sagene,59.94279,10.77777,Entire home/apt,453,1,18,2018-08-16,0.41,1,0,0,
22962762,Charming place close to central Oslo,7906717,Susanne,,St. Hanshaugen,59.92417,10.73777,Private room,650,2,4,2021-09-06,0.11,1,138,1,
22966891,"Room  with 1,20 m bed and working place",167229215,Liv Lilly,,Vestre Aker,59.94846,10.67666,Private room,640,1,15,2021-09-06,0.34,3,88,5,
22977774,Cozy apartment - close to the city center,17451802,Linda,,St. Hanshaugen,59.91765,10.74847,Entire home/apt,850,4,14,2019-04-21,0.66,1,0,0,
22984496,Sofies Gate 1B Room Y,49029650,Helene,,St. Hanshaugen,59.92122,10.73566,Private room,360,30,1,2018-03-04,0.02,5,0,0,
22997618,"Central, modern condo with sunset and ocean view",8354806,Anders,,Frogner,59.90968,10.72296,Entire home/apt,804,2,63,2020-01-07,1.52,1,0,0,
23001808,Cosy loft at Tøyen | Central near Grünerløkka,4684388,Stine,,Gamle Oslo,59.91242,10.77425,Entire home/apt,800,5,38,2021-06-01,1.01,1,37,6,
23013117,Nyoppusset leilighet på St.Hanshaugen,11747201,Kine,,St. Hanshaugen,59.92415,10.74524,Entire home/apt,936,2,83,2020-05-22,1.88,2,0,1,
23013469,Modern Flat in the Heart of Oslo,135404274,Julie,,Frogner,59.92308,10.72151,Entire home/apt,2850,2,9,2019-08-13,3.60,1,364,2,
23014043,Sofies Gate 1B Room Ø,49029650,Helene,,St. Hanshaugen,59.92218,10.73583,Private room,360,30,0,,,5,142,0,
23022604,Combine nature & urban life in beautiful apartment,76606752,Camilla,,Bjerke,59.94981,10.82889,Entire home/apt,710,2,22,2020-10-02,0.60,1,1,1,
23027829,Central and modern appartment in Oslo,48461774,Pablo,,Grünerløkka,59.92097,10.7622,Entire home/apt,1116,3,13,2019-03-31,0.31,1,0,0,
23035088,Lys og pen leilighet sentralt i Oslo,121380819,Ellen C.,,Frogner,59.91035,10.70827,Private room,550,2,31,2018-09-17,0.86,1,154,13,
23068298,Sofies Gate 1B Room Z,49029650,Helene,,St. Hanshaugen,59.92149,10.73678,Private room,360,30,6,2018-06-24,0.15,5,0,0,
23068373,Sofies Gate 1B Room Æ,49029650,Helene,,St. Hanshaugen,59.92149,10.73678,Private room,360,30,4,2018-03-16,0.09,5,0,0,
23076541,Quiet and cosy close to downtown Oslo!,44366184,Tomas,,Sagene,59.93914,10.75571,Entire home/apt,1000,2,64,2019-11-17,1.46,3,0,4,
23122788,Unique wooden apartment in the heart of Oslo,6593545,Hasti,,Gamle Oslo,59.91347,10.77017,Entire home/apt,1000,2,16,2018-10-28,0.42,1,0,0,
23146586,"Luxurious, spacious apartment in the heart of Oslo",54382382,Glenn,,St. Hanshaugen,59.92771,10.74681,Entire home/apt,3000,3,25,2018-08-09,0.64,1,87,2,
23147043,Liten koselig leilighet på Torshov,18077174,Therese Togstad,,Sagene,59.93771,10.7698,Entire home/apt,700,3,9,2018-08-12,0.22,1,352,0,
23165647,Cosy and fresh apartment in an old candy factory.,70368430,Nana,,Gamle Oslo,59.91293,10.76996,Private room,470,1,28,2018-09-03,0.69,2,0,0,
23181707,"Nice room in colourful apartment, Torshov, Oslo.",55754108,Gunn,,Sagene,59.93605,10.76936,Private room,500,4,22,2018-03-03,0.51,1,74,4,
23210790,Lys leilighet på øvre Grünerløkka med stor balkong,172619166,Niklas,,Grünerløkka,59.92946,10.76748,Entire home/apt,900,2,21,2018-03-04,0.49,1,4,3,
23224997,Spacious vintage apartment in Grünerløkka,2041898,Claudia,,Grünerløkka,59.9254,10.75637,Entire home/apt,556,2,5,2018-06-09,0.12,2,0,0,
23245097,Nydelig familieleilighet på Korsvoll med hage,5796488,Marie,,Nordre Aker,59.96232,10.76693,Entire home/apt,1550,3,2,2019-08-03,0.06,1,307,0,
23250150,3 bedrooms w/ balcony in Torshov's heart,15125866,Kaja,,Sagene,59.93571,10.76395,Entire home/apt,2557,3,15,2019-09-06,0.39,1,360,0,
23335943,Penthouse. Modern. 3 bedroom. Balcony. Parking*,128485452,Jannick,,St. Hanshaugen,59.93029,10.73524,Entire home/apt,1357,2,69,2019-11-20,1.61,1,10,7,
23346815,Central & quiet apartment besides botanical garden,170904915,Frode & Berit,,Gamle Oslo,59.91442,10.76678,Entire home/apt,650,2,42,2020-02-19,1.47,1,0,1,
23350105,Welcome!!!!! Central and cozy room in Løren.,102488461,Ana,,Grünerløkka,59.91947,10.79173,Private room,319,3,91,2019-12-10,2.50,1,97,12,
23351781,Cosy apartment in the middle of Oslo,157766404,Erica,,Grünerløkka,59.9158,10.76045,Entire home/apt,800,4,47,2019-06-04,1.09,1,6,0,
23408810,Cozy Grünerløkka in the center of Oslo,157568754,Agnar,,Grünerløkka,59.92447,10.75978,Private room,3000,1,76,2020-01-15,1.74,1,90,0,
23427668,Modern apartment in the center of Oslo,84934801,Lars Martin,,Frogner,59.92269,10.71362,Entire home/apt,570,10,5,2018-04-13,0.12,1,0,0,
23429046,Fantastic view in central Oslo!,17545947,Audun,,St. Hanshaugen,59.92494,10.74372,Entire home/apt,631,5,11,2020-12-30,0.41,1,0,2,
23458975,Cosy and fresh apartment in an old candy factory 2,70368430,Nana,,Gamle Oslo,59.91318,10.76806,Entire home/apt,600,1,8,2018-04-20,0.21,2,0,0,
23473606,"Stor loftsleilighet, beste beliggenhet Grünerløkka",10306926,Charlotte Førli,,Grünerløkka,59.92851,10.7595,Entire home/apt,1039,5,10,2019-07-07,0.63,1,87,1,
23475150,Close to everything: Large Tøyen apartment,7069876,Bjarte,,Gamle Oslo,59.9124,10.7734,Entire home/apt,1500,2,71,2020-02-17,1.83,1,0,0,
23485712,Moderne 2-roms leilighet sentralt i Oslo,58520394,Amit,,Grünerløkka,59.92916,10.77021,Entire home/apt,400,365,1,2018-09-30,0.03,1,365,0,
23520571,Koselig  Apartment in Grünerløkka,17544591,(Email hidden by Airbnb),,Grünerløkka,59.92785,10.76028,Entire home/apt,1800,4,15,2019-02-08,0.36,1,0,0,
23579674,Exclusive apartment in the heart of Oslo,96203201,Kristina,,Frogner,59.92943,10.72506,Entire home/apt,1400,3,8,2018-05-06,0.20,2,0,0,
23660969,Luxury apartment with private balcony and view,25252222,Magnus,,Frogner,59.92208,10.72886,Entire home/apt,929,4,6,2020-09-01,0.14,1,18,0,
23678573,Bright and spaceous room in city center apartment,8196462,Ellen,,Gamle Oslo,59.91494,10.76655,Private room,1200,7,32,2018-09-01,0.76,1,83,0,
23692882,Casa ToPlussFem,58418869,Kristi,,Søndre Nordstrand,59.84768,10.84415,Entire home/apt,3000,5,10,2019-07-23,0.24,1,177,0,
23695632,Room one,176706799,Jan Kåre,,Nordstrand,59.85647,10.80602,Private room,499,1,72,2019-11-15,1.72,2,355,10,
23711350,Spacious apartment beside the royal palace,25673576,Nang,,Frogner,59.92004,10.73076,Entire home/apt,22000,1,18,2018-08-24,0.43,1,180,0,
23760823,Next to the King.,132403982,Jes,,Frogner,59.91958,10.72561,Entire home/apt,621,1,161,2020-04-30,3.92,4,44,0,
23768385,"Cosy bedroom in the heart of Oslo, Sofienberg",178288361,Rodrigo,,Grünerløkka,59.92178,10.77272,Private room,423,1,34,2019-08-01,0.79,1,193,0,
23786158,Sentral og koselig leilighet i Oslo,139138053,Andreas,,Gamle Oslo,59.91407,10.76746,Private room,350,2,40,2019-04-22,0.97,1,88,0,
23798748,Comfortable place close to the seaside,105486948,Jorid,,Nordstrand,59.84815,10.78726,Entire home/apt,700,1,0,,,2,20,0,
23816729,3-bed apartment in trendy Grünerløkka,96716477,Emil,,Grünerløkka,59.92049,10.76435,Entire home/apt,900,6,12,2018-06-22,0.32,1,22,2,
23878202,Two floor penthouse with amazing view  - central,1282757,Einar,,Sagene,59.93686,10.75656,Entire home/apt,799,2,20,2019-09-30,0.51,1,56,0,
23878604,Nice apartment in Oslo - close to everything,26103027,Svein,,Gamle Oslo,59.90411,10.77263,Entire home/apt,599,3,20,2019-06-10,0.62,1,0,0,
23897943,Spacious penthouse flat close to Grünerløkka,30633631,Gunda,,Grünerløkka,59.92604,10.76639,Entire home/apt,1290,2,56,2019-08-10,1.31,1,43,9,
23921451,Charming apartment in the lovely Sagene district,36431694,Helene,,Sagene,59.9339,10.75369,Entire home/apt,700,3,30,2018-08-08,0.71,1,170,3,
23958069,"Oslo, Aker Brygge, 3 rooms",166309316,Anders,,Frogner,59.90871,10.72305,Entire home/apt,1100,2,70,2019-11-21,1.69,1,75,0,
23969131,Beautiful house with garden in central Oslo,180264802,Ole,,Vestre Aker,59.93562,10.70628,Entire home/apt,3000,4,3,2021-07-24,0.11,1,1,2,
23986677,Hus ved sjøen med panorama utsikt mot Oslo-fjorden,21388499,Eirik,,Nordstrand,59.8664,10.78776,Entire home/apt,10000,4,5,2019-07-15,0.13,1,0,0,
23992587,The Treetent Experience Oslo,173699370,Pål,,Marka,60.03894,10.81215,Entire home/apt,500,1,38,2019-04-18,0.96,1,179,6,
23996313,"Kul og barnevennlig leilighet, 120 kvm.",12538482,Camilla,,St. Hanshaugen,59.93472,10.74222,Entire home/apt,1829,2,5,2021-07-25,2.11,1,166,3,
24012626,"Close to city centre, room for two (three), Oslo.",180705574,Magne,,Østensjø,59.90362,10.80359,Private room,3900,20,56,2019-02-21,1.74,1,0,0,
24079223,"Charming loft with terrace, Gamlebyen, Oslo",1519020,Tommy,,Gamle Oslo,59.90717,10.7674,Entire home/apt,904,3,9,2021-09-01,0.23,1,164,1,
24098205,Grunerløkka Bell's place,63129398,Christer,,Grünerløkka,59.92523,10.76647,Private room,671,2,166,2020-08-13,3.96,1,165,17,
24114144,Seaside apartment at Sørenga,15259616,Ingvild,,Gamle Oslo,59.90179,10.75381,Entire home/apt,3000,2,17,2020-01-02,0.43,1,176,0,
24124676,"Seaside Sørenga, 120m2, balcony & Rooftop Terrace",37045005,Ingar,,Gamle Oslo,59.90308,10.75422,Entire home/apt,3500,5,8,2018-06-13,0.21,1,284,0,
24133628,Apartment with garden and parking in central Oslo.,31281046,Torgeir,,Frogner,59.92896,10.72605,Entire home/apt,1800,2,145,2020-01-03,3.49,2,210,29,
24179766,Large apartment in the heart of Grunerløkka,15549975,Sasja,,Grünerløkka,59.92532,10.76072,Entire home/apt,2000,5,0,,,2,0,0,
24272526,Two bedroom apartment. Suited for couples/families,183060221,Hanne,,Gamle Oslo,59.90739,10.7979,Entire home/apt,900,2,6,2018-10-01,0.24,1,0,0,
24273982,"Modern, spacious and central flat with balcony",26167089,Borghild,,Frogner,59.91925,10.70235,Entire home/apt,1200,2,10,2019-07-24,0.38,1,0,3,
24274297,«New York style» i hjertet av trendy Grünerløkka.,13297802,Tine,,Grünerløkka,59.92758,10.76023,Entire home/apt,999,3,20,2019-07-21,0.51,1,35,0,
24281135,Spacious room close to city centre - private bath,8792320,Alf,,Østensjø,59.90419,10.80469,Private room,579,3,33,2018-07-11,0.86,2,46,0,
24290980,Cosy apartment with sunny balcony in central Oslo,10288863,Karen,,Grünerløkka,59.91952,10.77462,Entire home/apt,721,3,14,2018-06-25,0.34,1,3,2,
24332497,Central Apartment next to the Royal Palace in Oslo,20097453,Rune,,Frogner,59.91365,10.72455,Entire home/apt,1200,2,18,2019-10-30,0.43,1,0,0,
24340253,Central 2-brm at Majorstuen,48749051,Frogner House,,Frogner,59.92549,10.72535,Entire home/apt,1450,2,34,2020-03-04,0.82,5,62,6,
24342602,Comfortable at St. Hanshaugen,183677673,Marte,,St. Hanshaugen,59.92424,10.74166,Private room,589,2,53,2019-07-31,1.29,1,0,0,
24376013,Koselig og moderne leilighet i Oslo - Løren,182434949,Ida,,Bjerke,59.93446,10.80211,Entire home/apt,809,7,19,2019-07-08,0.48,1,0,2,
24395398,Rolig og trygt område-15 min m/T-bane til sentrum,184132488,Janne,,Nordre Aker,59.96067,10.76118,Entire home/apt,1499,3,16,2019-07-01,0.41,1,0,2,
24417237,Dream house with beautiful view,8792320,Alf,,Østensjø,59.90433,10.80418,Entire home/apt,1500,7,4,2020-07-19,1.54,2,0,1,
24417772,Cozy and lovely apartment in popular area of Oslo,32775127,Xueying,,St. Hanshaugen,59.92831,10.75004,Entire home/apt,750,3,9,2018-06-18,0.22,1,0,2,
24437694,Cozy and charming apartment located in Grünerløkka,142814181,Dyveke,,Grünerløkka,59.9224,10.76171,Private room,401,1,8,2018-06-25,0.19,1,75,0,
24444205,Bright and spacious 2 bedroom apartment,64947772,Steinar,,Grünerløkka,59.92151,10.77594,Entire home/apt,1250,3,2,2018-07-12,0.05,1,28,0,
24474657,Super central apartment,79559243,Miro,,St. Hanshaugen,59.91561,10.75391,Entire home/apt,501,4,15,2021-09-27,0.39,2,4,3,
24480376,Veldig hyggelig leilighet i rolige omgivelser.,28743273,Amund,,Ullern,59.92273,10.64065,Entire home/apt,753,1,11,2020-10-22,0.28,1,44,5,
24505430,Hele etasje til utleie med to bader,128738271,Jahan,,Alna,59.94857,10.89566,Entire home/apt,700,1,1,2021-02-28,0.14,1,0,1,
24567758,Stor leilighet sentralt og rolig på Torshov,57912828,Veronica,,Sagene,59.93704,10.76989,Entire home/apt,700,3,1,2019-06-02,0.04,1,272,0,
24588338,"Cozy apartment in Grünerløkka, with privat garden!",167317759,Rebekka,,Grünerløkka,59.9208,10.76053,Entire home/apt,2999,3,4,2019-07-15,0.11,1,365,1,
24616982,Luxury Yacht,58865973,Kevin,,Frogner,59.90935,10.72661,Entire home/apt,30000,2,0,,,18,180,0,
24639629,Solrikt townhouse i Oslo sentrum,20444674,Hilde,,St. Hanshaugen,59.9271,10.73596,Entire home/apt,4500,6,21,2019-07-30,0.54,1,51,1,
24661143,"Kampen, det fineste stedet å bo i Oslo",1252912,Solveig,,Gamle Oslo,59.91256,10.78022,Entire home/apt,2500,2,6,2018-04-29,0.16,1,124,2,
24695132,"Rustic, Secluded Cabin in the Oslo Forest",24128143,Pål,,Marka,60.00568,10.68441,Entire home/apt,1000,2,117,2021-06-08,2.99,1,346,34,
