id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24723694,Classic apartment near city center,32914111,Siri,,St. Hanshaugen,59.92398,10.73754,Entire home/apt,1250,3,27,2019-06-22,0.68,1,0,8,
24743154,Green and clean apartment in center of Oslo,2443176,Nina,,Sagene,59.93242,10.76726,Entire home/apt,750,3,70,2019-09-05,1.72,1,0,8,
24744872,Leilighet rett ved marka/Rikshospitalet.,34486523,Ragnhild,,Nordre Aker,59.95464,10.71544,Entire home/apt,660,5,4,2018-08-26,0.10,1,0,0,
24764629,Romslig leilighet/rekkehus med 3 soverom!,187237077,Ann-Kristin,,Østensjø,59.88027,10.82697,Entire home/apt,1200,4,8,2019-07-28,0.20,1,0,1,
24766928,Exclusive Appartement in fashionable Frogner,77057701,Solveig,,Frogner,59.91705,10.71464,Entire home/apt,1450,2,50,2020-07-31,1.24,1,59,5,
24772579,Oslo's Roof #Live as a Local,62398881,Pernille,,Vestre Aker,59.97697,10.65912,Entire home/apt,690,2,2,2019-08-25,0.05,1,361,0,
24793053,Tveita apartment with a view,112114759,Megan,,Alna,59.91845,10.84493,Entire home/apt,850,14,7,2019-07-20,0.23,1,73,0,
24829382,Beautiful apartment in quiet neighborhood,187702190,Knut,,Sagene,59.94025,10.75356,Entire home/apt,799,5,1,2018-07-06,0.03,1,0,0,
24830440,Welcome to 3 bedroom apt in Grunerløkka,34687238,Juana & Tor Kristian,,Grünerløkka,59.92746,10.77168,Entire home/apt,1303,4,6,2020-03-11,0.15,2,72,0,
24830533,Uniqe Townhouse with garden,187689123,Irmelin,,Grünerløkka,59.9205,10.78232,Entire home/apt,1298,2,21,2019-07-31,0.54,1,31,0,
24836305,BEAUTIFUL APARTMENT BY THE ROYAL CASTLE IN OSLO,21072731,Anne Sofie,,Frogner,59.91804,10.72172,Entire home/apt,2500,14,1,2018-08-15,0.03,1,0,0,
24840238,Charming apartment 10 minutes from city senter,24702135,Roger,,Gamle Oslo,59.91851,10.79848,Entire home/apt,1350,3,13,2020-01-26,0.67,1,272,0,
24880921,Lovely apartment  in the heart of Grünerløkka!,187618699,Karianne,,Grünerløkka,59.92446,10.76097,Entire home/apt,1000,3,42,2020-01-18,1.62,1,0,6,
24891417,"Sentral, moderne leilighet i bygård med sjel",36855350,Inger Marie,,Sagene,59.93633,10.75149,Entire home/apt,800,3,2,2021-08-01,0.90,1,272,2,
24917102,"Supersentral, lekker og arealeffektiv,Vika/Frogner",60931380,Camilla Ellen,,Frogner,59.9136,10.72254,Entire home/apt,400,10,119,2020-01-03,2.92,2,0,0,
24938642,Unique cozy apartment at Central Oslo by the water,89272127,Nicolai,,Gamle Oslo,59.90217,10.75206,Entire home/apt,1000,10,1,2018-08-29,0.03,1,0,0,
24940054,Charming studio with a view,16829785,Alexander,,St. Hanshaugen,59.91503,10.75461,Entire home/apt,500,2,16,2019-08-18,0.39,1,0,2,
24944024,Leilighet ved Carl Berner - for 4 personer,87927201,Astrid Sollie,,Grünerløkka,59.92581,10.7748,Entire home/apt,557,21,14,2019-07-29,0.35,1,29,1,
24950960,Very Unique Quirky Apartment at Grunerløkka,188642810,Marte Cecilie,,Grünerløkka,59.9267,10.76216,Entire home/apt,800,7,48,2020-02-25,1.28,1,0,0,
24959662,"Ekeberg, Oslo, Norway",188697155,Lisa,,Nordstrand,59.89786,10.78613,Entire home/apt,900,4,1,2019-08-02,0.04,1,4,0,
24976873,Classic apartment in Frogner,167526501,Embla,,Frogner,59.91906,10.70189,Entire home/apt,900,2,52,2019-12-02,1.31,1,2,7,
25005328,Sjarmerende Frogner leilighet (97kvm),82041331,Aldona Felicia,,Frogner,59.92059,10.70725,Entire home/apt,1000,3,1,2018-10-27,0.03,1,1,0,
25007516,Family apartment in Nydalen,15699481,Marion,,Sagene,59.94464,10.76754,Entire home/apt,1200,2,1,2018-11-11,0.03,1,118,0,
25020976,Large apartment - beautiful Vålerenga - balcony,20694513,Tara,,Gamle Oslo,59.90894,10.79195,Entire home/apt,690,3,13,2021-08-30,0.57,1,7,4,
25022328,Vibes gate,137225477,Helle,,Frogner,59.92673,10.72569,Entire home/apt,2186,2,1,2018-07-20,0.03,1,85,0,
25042919,A cozy apartment  near Grünerløkka),51447979,Alba,,Grünerløkka,59.92986,10.78151,Entire home/apt,771,2,21,2020-08-10,0.51,1,0,4,
25092539,"Micro-Apartment, Heimdalsgata 1A (2nd floor)",98022652,Akers Have,,Gamle Oslo,59.9179,10.76149,Entire home/apt,461,30,3,2021-09-14,0.16,9,265,1,
25093353,"Micro-Apartment, Heimdalsgata 1A (3rd floor)",98022652,Akers Have,,Gamle Oslo,59.9179,10.76149,Hotel room,420,30,6,2021-01-15,0.32,9,333,1,
25093830,"Micro-Apartment, Heimdalsgata 1A (1st floor)",98022652,Akers Have,,Gamle Oslo,59.9179,10.76149,Hotel room,400,30,8,2018-12-18,0.26,9,311,1,
25128257,"Modern townhouse w terrace, suburb to Oslo -Pro.",5528130,Mie,,Østensjø,59.89206,10.81779,Entire home/apt,950,1,19,2018-07-22,0.47,1,1,0,
25172405,"Nice apartment in Sagene, Oslo",190220107,Anne Marte,,Sagene,59.93871,10.76414,Entire home/apt,750,2,13,2018-07-08,0.48,1,0,0,
25177098,Moderne og familievennlig kort fra Oslo sentrum,19401270,Ida & Adrian,,Nordstrand,59.88709,10.78471,Entire home/apt,2000,3,5,2021-08-07,0.13,1,127,2,
25197751,Urban apt in the heart of Grünerløkka,190344163,Lars,,Grünerløkka,59.92703,10.7625,Entire home/apt,1217,10,16,2019-03-09,0.40,1,0,0,
25200320,Old Town Ekeberg,52334491,Torill,,Nordstrand,59.89985,10.78604,Entire home/apt,434,7,7,2018-11-10,0.19,1,23,2,
25207229,Luxury city center townhome with private terrace,190458931,Halvard Og Hilde,,Gamle Oslo,59.90834,10.76004,Entire home/apt,9000,28,27,2019-08-05,0.70,1,0,0,
25224794,Beautiful Grünerløkka apartment,30297704,Jovana,,Grünerløkka,59.92386,10.76023,Entire home/apt,957,3,11,2019-08-18,2.39,1,124,2,
25245053,Apartment in the basement,82518387,Konrad,,Frogner,59.9259,10.71703,Entire home/apt,950,1,28,2018-11-25,0.73,1,0,5,
25248162,"Charming, quiet and central with sunny balcony",63608397,Stian,,Gamle Oslo,59.91481,10.78496,Entire home/apt,1200,5,6,2021-07-29,0.17,1,190,1,
25256990,Great apartment in the heart of Grünerløkka!,190821937,Christin,,Grünerløkka,59.92239,10.76056,Entire home/apt,1290,5,59,2019-08-02,1.58,1,31,8,
25257106,Live in the heart of Grunerløkka!,190819847,Anders & Marianne,,Sagene,59.92909,10.75984,Entire home/apt,1307,5,4,2019-07-16,0.10,1,0,0,
25277285,"Cozy apartment with cat in idyllic Kampen, Oslo",79431757,Jannie,,Gamle Oslo,59.9128,10.78175,Entire home/apt,850,7,10,2021-08-12,0.26,2,0,2,
25278607,Old town Oslo,190967542,André,,Gamle Oslo,59.90208,10.78795,Entire home/apt,1200,15,0,,,1,365,0,
25285450,"Spacious apartment by the castle, private garden",13334683,Gry,,Frogner,59.9176,10.72244,Entire home/apt,4000,5,5,2019-07-31,0.36,1,79,0,
25302119,Modern and central appartment,46206179,Caroline,,St. Hanshaugen,59.92725,10.73711,Entire home/apt,937,3,7,2018-09-07,0.18,1,0,0,
25304859,Room+bathroom in cosy apartment in idyllic Kampen,79431757,Jannie,,Gamle Oslo,59.91258,10.78135,Private room,750,2,1,2018-08-22,0.03,2,83,0,
25307913,Mid century modern norwegian home- garden - Oslo,181146018,Gina,,Grorud,59.96482,10.87813,Entire home/apt,1300,1,5,2018-10-06,0.18,1,56,1,
25309746,"MODERN, 50SQM APARTMENT IN THE HEART OF OSLO",37640975,Lasse,,Grünerløkka,59.92188,10.76348,Entire home/apt,1250,5,1,2019-08-12,0.04,1,141,0,
25316332,Nice full apartment in central Oslo,25359852,Eirik,,Gamle Oslo,59.91236,10.77308,Entire home/apt,970,5,4,2019-09-22,0.10,2,0,0,
25323187,Scandinavian living at idyllic Grünerløkka,36882316,Ragnhild Grongstad,,Grünerløkka,59.92718,10.77149,Entire home/apt,1700,2,23,2019-07-21,0.58,1,331,0,
25326644,Bo ved Oslomarka og samtidig sentralt,84848767,Benedicte,,Bjerke,59.949,10.82859,Entire home/apt,571,3,18,2020-05-01,0.45,2,0,5,
25330357,Beautiful and spacious apartment - ideal location,54048215,Sabine,,Frogner,59.91577,10.71444,Entire home/apt,2343,3,60,2020-02-03,1.81,1,79,8,
25350238,Contemporary villa centrally located in Oslo,5834152,Cathrin,,Nordstrand,59.88554,10.79994,Entire home/apt,1900,3,6,2018-07-21,0.18,1,98,3,
25412332,Studio-apartment downtown Oslo,167529626,Tone,,Frogner,59.91535,10.72212,Entire home/apt,800,7,19,2019-08-24,0.48,1,3,0,
25438936,Beautiful Torshov apt. Peaceful but central.,16829376,Mira,,Sagene,59.93452,10.76768,Entire home/apt,549,3,15,2021-09-06,0.38,1,0,2,
25466921,"Central, modern 2-bedroom apartment",53614643,Simen,,Gamle Oslo,59.91633,10.76114,Entire home/apt,3500,5,15,2019-07-28,0.55,1,270,0,
25477374,Penthouse in the center of Oslo.,99543227,Brit,,Gamle Oslo,59.91531,10.76172,Entire home/apt,1000,5,1,2021-03-10,0.15,1,4,1,
25481755,Cozy apartment in urban Grünerløkka,86990553,Sofia,,Grünerløkka,59.9204,10.76676,Entire home/apt,1400,2,26,2020-01-01,0.66,1,37,2,
25499540,"Micro-Apartment, Lakkegata 52 (4th Floor)",98022652,Akers Have,,Gamle Oslo,59.91736,10.7623,Entire home/apt,416,60,3,2020-12-01,0.08,9,295,1,
25512205,Familievennlig hus ved markagrensa,179909063,Maren,,Nordre Aker,59.96685,10.77493,Entire home/apt,1500,3,7,2018-07-20,0.18,1,0,0,
25560118,Scandinavian minimalist in the heart of Oslo!,44317163,Ine,,Grünerløkka,59.92032,10.74956,Entire home/apt,1300,1,47,2019-07-21,1.21,1,7,6,
25580267,Nytt hus med utsikt over Oslo,132513937,Therese,,Østensjø,59.90143,10.82513,Entire home/apt,1300,6,3,2021-07-27,0.08,1,7,1,
25603810,Beautiful apartment in the center of Oslo,185730574,Goran,,St. Hanshaugen,59.91783,10.75181,Entire home/apt,2833,2,26,2019-08-12,1.00,1,0,9,
25619152,Hageidyll på Ekeberg,49357873,Carina,,Nordstrand,59.89973,10.7794,Entire home/apt,3800,7,2,2019-08-03,0.05,1,263,0,
25654278,"Big and cosy room, great price! Whole of July",11874820,Ana,,Grünerløkka,59.91722,10.76682,Private room,320,30,0,,,2,179,0,
25729056,"Quiet, spacious, green and central apt with a view",83556,Bår,,Sagene,59.93427,10.75438,Entire home/apt,1157,4,5,2018-07-23,2.24,1,6,3,
25758019,"Spacious, light and cozy flat with great location",7165352,John Åge,,St. Hanshaugen,59.93017,10.74824,Entire home/apt,917,4,6,2018-08-16,0.15,1,0,0,
25761874,Cozy and roustique apartment in the heart of Oslo,60151826,Roger & Cathrine,,Frogner,59.91476,10.72388,Entire home/apt,1132,3,47,2019-10-28,1.19,1,1,0,
25829880,The heart of Oslo -balcony and renovated bathroom,62506566,Henrikke,,Frogner,59.92425,10.72922,Entire home/apt,1090,1,46,2019-10-21,1.19,1,2,2,
25831237,Koselig 4-roms med stor balkong.,194090832,Mr,,Østensjø,59.90114,10.84833,Entire home/apt,1000,1,1,2018-09-17,0.03,1,88,0,
25839534,"St.hanshaugen, 2-Bed, free parking, 125 m2",8322355,Henrik,,St. Hanshaugen,59.92522,10.73598,Entire home/apt,1600,4,21,2019-11-29,0.80,1,0,4,
25879431,Private and cozy home,70331649,Lena,,Bjerke,59.94433,10.85418,Entire home/apt,690,4,3,2021-08-31,0.08,2,38,2,
25889354,"Central apartment, St.hanshaugen (bislett)",39972239,Sina,,St. Hanshaugen,59.92298,10.7371,Entire home/apt,900,2,16,2020-01-06,0.40,1,0,0,
25910344,"Lovely apartment Oslo, Nydalen",107270947,Mona K.,,Sagene,59.94469,10.76843,Entire home/apt,1200,3,4,2019-08-18,0.13,1,209,1,
25915317,Room in central Oslo neighborhood Tøyen.,62353968,Truls,,Gamle Oslo,59.91361,10.77605,Private room,294,2,111,2019-12-28,2.77,1,2,10,
25925332,Malmøya i Oslo,194873433,Bjørgunn,,Nordstrand,59.86301,10.75793,Entire home/apt,500,30,13,2019-09-15,0.34,1,3,1,
25931417,"Grønt, stille, urbant med særpreg.",71536670,Ulf,,Sagene,59.93098,10.75409,Entire home/apt,625,3,11,2021-01-27,0.71,1,0,4,
25938159,Cozy apartment in the calm and charming old city,49350668,Karina,,Gamle Oslo,59.90122,10.7764,Entire home/apt,750,3,27,2019-09-27,0.70,1,172,0,
25939084,Family friendly home in Oslo's best neighborhood,3498297,Paul,,Sagene,59.93611,10.76968,Entire home/apt,1250,4,9,2019-07-18,0.33,1,0,3,
25942956,Family friendly  apartment in quiet neighborhood.,124817862,Monika Milett,,St. Hanshaugen,59.92493,10.73671,Entire home/apt,2000,4,17,2019-05-26,0.44,1,178,1,
25984639,Tourist Friendly Apt in Most HighEnd & Safe Area⭐️,87255515,Ac,,Frogner,59.92275,10.7041,Entire home/apt,1300,2,73,2021-06-27,1.85,5,35,19,
25995797,Cosy and modern apartment central in Oslo,120280450,Anniken,,Frogner,59.92837,10.72422,Entire home/apt,920,2,10,2021-07-19,0.37,1,0,4,
26005617,Bright and modern in the hippest place of Oslo,52161964,Hugo Johannes,,Grünerløkka,59.92562,10.76443,Entire home/apt,670,3,11,2018-08-28,0.28,1,0,0,
26022033,"Central apartment, the most popular area in Oslo",45267217,Ornela,,Frogner,59.92431,10.72688,Entire home/apt,600,10,9,2019-08-04,0.33,1,0,2,
26036593,"Modern apt., popular area in Oslo with balcony",38768393,Rikke,,Grünerløkka,59.92296,10.75906,Entire home/apt,1200,2,7,2018-09-03,0.18,1,0,0,
26049022,Apartment in award winning “Green House”,33666912,Andreas H.,,Grünerløkka,59.92811,10.76891,Entire home/apt,1734,3,0,,,1,0,0,
26060301,Modern stylish 2 bedroom flat,5168114,Esben,,Grorud,59.96576,10.88335,Entire home/apt,743,2,48,2019-12-08,1.23,1,157,7,
26061279,River view in the heart of Oslo,195855940,Sara,,Grünerløkka,59.91678,10.75979,Entire home/apt,1204,3,56,2021-02-25,1.46,1,44,11,
26077225,Unique villa in Oslo with seaview,195851011,Kristin Tanderø,,Ullern,59.92178,10.65246,Entire home/apt,3000,7,1,2018-08-04,0.03,1,0,0,
26079211,"Central, bright and warm apartment with balcony",24233747,Nadiia,,Grünerløkka,59.9266,10.77201,Entire home/apt,950,3,7,2018-07-20,0.18,1,0,1,
26081201,Cozy in Oslo west,37300279,Monica,,Ullern,59.92192,10.68803,Entire home/apt,540,6,26,2019-08-02,0.67,1,0,0,
26082157,Penthouse (123 sqm + 50 sqm private terraces),81452046,Sverre,,Grünerløkka,59.92633,10.77185,Entire home/apt,2400,3,15,2021-08-02,0.39,2,115,5,
26093143,Central - Classic Oslo apartment - One bedroom,77314058,Irene,,Frogner,59.92685,10.72433,Entire home/apt,2021,5,26,2021-09-02,0.65,1,180,2,
26095822,Appartment in the middle of Majorstua/Vigeland pk.,20713675,Sigrid,,Frogner,59.92789,10.71321,Entire home/apt,1000,2,9,2018-06-21,0.23,1,25,3,
26114405,2 roms Bogstad Røa Oslo Vinterpark Holmenkollen,53010993,Birger,,Vestre Aker,59.96036,10.63507,Entire home/apt,790,2,12,2019-12-04,0.43,1,0,0,
26116064,Leier ikke ut,196316031,Rikke,,Grünerløkka,59.93188,10.77849,Shared room,1000,1,8,2018-09-30,0.21,1,0,0,
26119309,"Beautiful, spacious apartment in the heart of Oslo",37120537,Heidi,,St. Hanshaugen,59.91824,10.74267,Entire home/apt,1300,2,19,2019-07-30,0.49,1,0,0,
26175613,Modern villa in a quiet area close to the city,196739732,Ola,,Nordstrand,59.88973,10.77164,Entire home/apt,2500,3,8,2021-08-27,0.32,1,73,4,
26178829,Spacious and comfortable room in city center,107924292,蔽,,Sagene,59.94683,10.75628,Private room,1250,1,0,,,1,365,0,
26191660,"Beautiful room in Oslo, near everything park, beach, and centrum.",135224059,Samira,,Ullern,59.91955,10.66397,Private room,650,1,10,2018-09-03,0.27,2,78,0,
26195572,"Hyggelig, stort hus med to terrasser på Nordstrand",8307121,Synne,,Nordstrand,59.86359,10.80935,Entire home/apt,1100,5,7,2019-08-12,0.18,1,0,1,
26209345,Nice apartment behind the Royal Palace. 130 sqm,74789790,Lars,,Frogner,59.91876,10.72323,Entire home/apt,1200,2,67,2020-03-02,1.72,1,0,0,
26216203,Siris Place in Oslo,95000187,Siri,,St. Hanshaugen,59.93312,10.72657,Entire home/apt,1886,2,46,2021-09-04,1.17,1,52,7,
26257678,"Cozy and central studioapp. at Adamstuen, Oslo",197367373,Anna Camilla,,St. Hanshaugen,59.93363,10.73359,Entire home/apt,700,14,7,2018-08-26,0.18,1,0,0,
26266423,Whole apartment - great location - sunny balcony,62769916,Yngve,,Sagene,59.93051,10.75345,Entire home/apt,490,2,11,2018-07-19,0.28,1,0,0,
26269524,Two Scandinavian style rooms next to Royal Palace,8079685,Kim & Jen,,Frogner,59.92125,10.73146,Private room,1314,1,1,2019-06-05,0.04,3,0,0,
26313734,Enjoy lazy days in our garden and our house!,11477333,Henriette,,Frogner,59.90164,10.68449,Entire home/apt,2599,5,9,2018-09-03,0.32,1,92,2,
26327300,CozyOsloLiving,197992980,Ibe,,Gamle Oslo,59.90926,10.79372,Entire home/apt,790,2,3,2018-07-23,0.08,1,19,0,
26328594,Private room in Penthouse,81452046,Sverre,,Grünerløkka,59.92633,10.77185,Private room,500,2,21,2019-10-20,0.75,2,21,2,
26331481,Fint strøk på Majorstuen like ved Wigelandsparken,19271169,Gry,,Frogner,59.92792,10.71246,Private room,650,1,46,2019-08-18,1.21,1,358,8,
26347570,Beautiful apartment in central Oslo.,76878555,Eivind,,St. Hanshaugen,59.92544,10.73705,Entire home/apt,1750,2,13,2019-07-07,0.50,1,0,0,
26357239,Renovated appartment with a great view,195862112,Gabriele,,Nordre Aker,59.95241,10.77548,Entire home/apt,950,10,1,2021-02-07,0.13,1,0,1,
26364513,APT3ROOMS IN THE HEART OF OSLO! SKP21B 70mt,20437055,Maurizio,,Sentrum,59.91174,10.74875,Entire home/apt,1785,1,18,2020-02-16,0.47,14,362,0,
26392395,Oslos tak,37141720,Lasse,,Nordre Aker,59.96231,10.73812,Entire home/apt,950,4,2,2019-02-25,0.05,1,87,0,
26409031,Fresh and cosy - 10 min to Central St.-  best view,198579225,Alexandra,,Grünerløkka,59.92545,10.7786,Private room,3000,1,49,2020-02-02,1.25,1,87,0,
26457086,Modern Apart.with Balcony/Terrace Amazing View,84739248,Carlos Fernando,,Gamle Oslo,59.9181,10.7617,Entire home/apt,2130,2,56,2019-09-06,1.91,2,0,23,
26459520,"Central embassy area,",21551947,Karina,,Frogner,59.91059,10.7068,Entire home/apt,490,10,1,2018-12-01,0.03,1,5,0,
26466336,Nytt og romslig hus på Voksenkollen,148925130,Eigil,,Vestre Aker,59.98022,10.66058,Entire home/apt,1000,5,4,2021-07-25,0.10,1,0,2,
26486009,Lekker leilighet på Majorstua / Frogner,49060669,Kjell,,Frogner,59.92085,10.70545,Entire home/apt,2179,2,26,2019-09-16,0.68,1,42,0,
26497826,Flott 3-roms leilighet sentralt på Grunerløkka,84887695,Vegard,,Grünerløkka,59.92967,10.76347,Entire home/apt,1150,3,9,2018-08-14,0.23,1,0,1,
26519196,Townhouse in Oslo/Bestum/Ullern with roof terrace,19670707,Marius,,Ullern,59.92121,10.65472,Entire home/apt,3000,7,0,,,2,87,0,
26522465,New and modern - 70sqm apartment in city centre,199516718,Benedikte,,St. Hanshaugen,59.91679,10.74317,Entire home/apt,1290,2,5,2021-07-30,0.33,1,0,2,
26554302,Cosy apartment located in trendy Grünerløkka,16097503,Thea,,Grünerløkka,59.9203,10.76352,Entire home/apt,756,2,25,2019-07-15,0.65,1,0,5,
26580257,Oasis in the middle of Oslo with private patio,3174216,Lise,,Grünerløkka,59.92445,10.77086,Entire home/apt,2200,3,4,2021-08-22,0.10,1,87,3,
26608604,Warm & exclusive apartment,29431283,Venera,,Gamle Oslo,59.91745,10.76412,Entire home/apt,900,4,0,,,1,0,0,
26631517,Central flat in Oslo! Panorama view from rooftop.,28816362,Sondre Homanberg,,Sagene,59.93043,10.76001,Entire home/apt,470,3,21,2019-09-22,0.55,1,17,1,
26646775,Sentral og koselig leilighet,69068556,Ingrid,,Frogner,59.9101,10.72101,Entire home/apt,1200,2,7,2019-07-01,0.23,1,0,0,
26718650,Loftsleilighet på Grunerløkka.,200913742,Kai,,Grünerløkka,59.91984,10.76687,Entire home/apt,1500,3,0,,,1,362,0,
26727240,Cozy apartment right by Vigelands park & Bygdøy,193248321,Mo,,Ullern,59.92521,10.69102,Entire home/apt,1500,4,9,2021-07-24,0.23,1,0,1,
26735485,Top floor apartment @ grünerløkka,201031168,Astrid,,Grünerløkka,59.92846,10.75808,Entire home/apt,1000,60,16,2019-07-26,0.42,1,89,0,
26738930,"Beautiful, fresh an central apartment 2 bedrooms",16993192,Oda,,St. Hanshaugen,59.93081,10.74835,Entire home/apt,15071,1,2,2019-06-05,0.05,2,336,0,
26742077,High end by the royal palace,5189756,Lars,,Frogner,59.92249,10.72142,Entire home/apt,2400,3,43,2019-08-25,1.13,1,16,2,
26744141,Cosy apartment near Grunerløkka in Oslo,43828932,Julie Henriette,,St. Hanshaugen,59.93022,10.74948,Entire home/apt,523,2,12,2019-07-17,0.46,1,32,0,
26749391,"Cosy apartment, close to city center.",57755877,Henning,,Grünerløkka,59.92111,10.77511,Entire home/apt,586,3,10,2019-08-19,0.26,1,45,0,
26778476,Bright and cozy apartment on the best side of Oslo,141549066,Asrin,,Ullern,59.92534,10.67199,Private room,800,1,0,,,1,177,0,
26782902,"Heart of Grünerløkka 67sq m, 3,5m to the ceiling.",62437394,Jonas,,Grünerløkka,59.92597,10.76628,Entire home/apt,800,3,21,2018-07-16,0.54,1,0,14,
26922442,Traditional Log House in Oslo. 4 ski passes incl.,11858935,Cecilie & Eivind,,Marka,59.99041,10.639,Entire home/apt,5000,2,34,2021-06-25,1.16,2,322,17,
26923124,Bjjj,120496555,Hhh,,Nordstrand,59.86928,10.81691,Entire home/apt,515,2,4,2019-06-12,0.10,1,58,0,
26938991,"Micro-Apartment, Lakkegata 52 (3rd Floor)",98022652,Akers Have,,Gamle Oslo,59.91629,10.76165,Entire home/apt,416,60,2,2021-07-19,0.20,9,295,2,
26939852,"Micro-Apartment, Lakkegata 52 (2nd floor)",98022652,Akers Have,,Gamle Oslo,59.91758,10.76325,Entire home/apt,416,30,2,2019-05-31,0.21,9,293,1,
26940719,"1(2)BR, Modern  & classy apartment - heart of Oslo",36767526,Knut,,Grünerløkka,59.92048,10.77179,Entire home/apt,1600,2,18,2019-08-03,0.49,1,0,0,
26941617,Central room with double bed,16993192,Oda,,St. Hanshaugen,59.93254,10.74862,Private room,7397,1,3,2019-06-07,0.08,2,90,0,
26965940,The famous “Scream” painting & Tøyen!,32555139,Noah,,Gamle Oslo,59.91386,10.77633,Private room,890,1,0,,,1,363,0,
